mm,N,Def 2,Cont
"3,671262555","1103,487427","9,6","37,5"
"3,679762504","1104,752441","9,6","37,5"
"3,687862449","1104,32959","9,7","37,5"
"3,696262513","1104,761597","9,7","37,5"
"3,704362225","1104,801147","9,7","37,5"
"3,713062408","1105,741943","9,7","37,6"
"3,72126247","1107,038818","9,7","37,6"
"3,729562417","1107,595703","9,8","37,6"
"3,737862597","1106,804199","9,8","37,6"
"3,746162311","1105,624512","9,8","37,6"
"3,754662492","1107,793457","9,8","37,6"
"3,762862321","1107,633667","9,9","37,6"
"3,771162501","1107,14978","9,9","37,6"
"3,779362331","1109,471191","9,9","37,7"
"3,787862512","1109,700684","9,9","37,7"
"3,796362227","1110,182495","9,9","37,7"
"3,804562522","1109,670166","10,0","37,7"
"3,812962586","1109,872559","10,0","37,7"
"3,821062532","1109,965088","10,0","37,7"
"3,829762482","1111,73938","10,0","37,8"
"3,837962311","1111,256714","10,0","37,7"
"3,846162606","1111,273804","10,1","37,7"
"3,85446232","1111,618286","10,1","37,8"
"3,862862617","1110,576904","10,1","37,7"
"3,871362333","1112,525879","10,1","37,8"
"3,879462278","1113,354858","10,2","37,8"
"3,887962459","1112,39209","10,2","37,8"
"3,896062171","1113,272217","10,2","37,8"
"3,90466247","1114,149658","10,2","37,8"
"3,912962417","1112,772705","10,2","37,8"
"3,921162712","1112,102295","10,3","37,8"
"3,92956231","1112,871704","10,3","37,8"
"3,937762605","1114,316162","10,3","37,9"
"3,946362438","1113,793579","10,3","37,8"
"3,954562268","1113,711182","10,4","37,8"
"3,962862214","1114,744751","10,4","37,9"
"3,97106251","1114,812988","10,4","37,9"
"3,979462108","1113,290527","10,4","37,8"
"3,987962289","1114,140625","10,4","37,8"
"3,996162584","1114,045776","10,5","37,8"
"4,004562648","1114,407715","10,5","37,9"
"4,012762478","1114,488037","10,5","37,9"
"4,021362311","1113,510864","10,5","37,8"
"4,029662257","1114,285889","10,5","37,8"
"4,037862553","1115,950806","10,6","37,9"
"4,046162499","1114,48877","10,6","37,9"
"4,054362329","1113,907104","10,6","37,8"
"4,062962162","1114,999878","10,6","37,9"
"4,071262574","1115,511963","10,7","37,9"
"4,079562521","1115,260986","10,7","37,9"
"4,087762351","1114,510376","10,7","37,9"
"4,096162415","1113,857666","10,7","37,8"
"4,104662596","1115,021118","10,7","37,9"
"4,112862425","1115,588379","10,8","37,9"
"4,121262024","1114,277344","10,8","37,8"
"4,129462319","1114,185669","10,8","37,8"
"4,137862383","1113,390747","10,8","37,8"
"4,146362564","1114,256104","10,9","37,8"
"4,154562859","1113,786133","10,9","37,8"
"4,16286234","1113,329102","10,9","37,8"
"4,171062636","1112,408569","10,9","37,8"
"4,179662468","1110,725952","10,9","37,7"
"4,187862764","1113,415771","11,0","37,8"
"4,196162245","1114,279175","11,0","37,8"
"4,204462191","1112,814941","11,0","37,8"
"4,212862255","1112,285522","11,0","37,8"
"4,221462554","1112,743896","11,1","37,8"
"4,229562266","1112,511108","11,1","37,8"
"4,237862213","1111,833618","11,1","37,8"
"4,246062508","1112,029785","11,1","37,8"
"4,254662341","1111,700562","11,1","37,8"
"4,262962753","1111,50708","11,2","37,8"
"4,271162117","1110,987061","11,2","37,7"
"4,27946253","1111,256714","11,2","37,7"
"4,287662359","1110,523071","11,2","37,7"
"4,296362775","1110,888184","11,2","37,7"
"4,304662256","1109,184326","11,3","37,7"
"4,312862551","1109,933716","11,3","37,7"
"4,321062381","1109,912231","11,3","37,7"
"4,329362793","1110,38501","11,3","37,7"
"4,33796216","1109,391357","11,4","37,7"
"4,346162456","1108,875488","11,4","37,7"
"4,354562519","1108,330811","11,4","37,6"
"4,362762815","1107,745361","11,4","37,6"
"4,371262065","1108,642212","11,4","37,7"
"4,379662129","1109,764038","11,5","37,7"
